open_space_id,name,latitude,longitude,category
33484,Hedges Court Pathway,-38.261806322849445,145.0307991431738,trail
33485,Langrigg Avenue Reserve,-38.26716373744875,145.01428006538123,park
33487,Nunns Road,-38.229193689893265,145.02948814877325,nature
33491,Devilbend Natural Features Reserve & Reservoir,-38.28960215944421,145.10995142046647,nature
33496,George A Bishop Reserve,-38.332499258492525,144.96481665352033,park
33499,Venice-Mitchell Reserve,-38.23273739350186,145.03667868451834,park
33500,Nepean Hwy plantation Mornington,-38.22229037294081,145.0546581723266,trail
33501,Civic Reserve (2),-38.2380938428921,145.05368738559653,active_sport
33524,Shoreham Foreshore Reserve,-38.41656217271882,145.07871901223626,nature
33539,Dromana - Baxter pipeline,-38.214850105507246,145.0987452488516,nature
33540,Bilgola Court Bushland Reserve,-38.208307301688244,145.08727183293905,bushland
33544,Earimil Creek Bushland Reserve Mornington,-38.20012711958899,145.08686888679102,bushland
33551,Port Phillip Bay adjoining Mt Eliza Foreshore Reserve,-38.192683970753066,145.0677522369345,nature
33553,Mornington Yacht Club,-38.213628084617966,145.03404859012338,active_sport
33555,Lochiel Avenue Reserve (2),-38.26655773018468,145.01312197538365,nature
33567,Active Sport Facility - Mornington (6),-38.42810458919718,145.0456587601126,active_sport
33568,Campbell Court,-38.389669536043854,145.12163915512156,nature
33580,Hastings Park (2),-38.29666308850263,145.1874488306573,active_sport
33588,Nature Reserve - Mornington (104),-38.34581352853978,144.94609374298045,nature
33594,SEW various pipelines/ drainage (2),-38.3121623572921,144.99523249308524,nature
33596,Olivers Creek Bushland Reserve,-38.25948847998375,145.15831273817696,bushland
33604,Nature Reserve - Mornington (105),-38.25437675135714,145.2370551931055,nature
33606,Settlers Way,-38.248059550440225,145.04909226270726,trail
33608,Nature Reserve - Mornington (106),-38.2668865111822,145.0203533691525,nature
33611,Coolart Reserve,-38.38620407517275,145.1398127494233,nature
33614,Western Port Coastal Reserve (Bittern Coastal Wetlands),-38.32523486507373,145.1934163512878,wetland
33621,Civic Court,-38.37774496461798,145.12392224657737,active_sport
33630,Milton Reserve (2),-38.37261574256179,144.796651670688,nature
33632,"Mooring Poles Laceys Lead, Hastings & Western Port Marina",-38.31268902974488,145.19830198341774,nature
33633,Ferrero Reserve (Osbourne Community Centre),-38.26540247042678,145.0245379176664,active_sport
33645,Mount Eliza foreshore,-38.18035914499572,145.07463510506216,nature
33664,North Western Port Nature Conservation Reserve,-38.2402441877039,145.2532448447949,nature
33668,Nature Reserve - Mornington (107),-38.34532884433666,144.94783375979426,nature
33669,Pier Street Reserve (2),-38.33686313734517,144.97064763887158,active_sport
33670,Safety Beach Foreshore,-38.32012676668497,144.98364577338117,nature
33671,Collins Settlement Site Historic Area,-38.348894027429175,144.76310034721243,nature
33674,Blairgowrie Foreshore Reserve,-38.35987790680201,144.77696186946073,nature
33675,Port Phillip Bay Coastal Reserve,-38.28423403415883,144.99424420721988,nature
33681,Park - Mornington (17),-38.23340777062076,145.0362905194281,park
33688,Flinders - Somers Coastal Reserve,-38.39065989065736,145.13654071571025,nature
33698,Nature Reserve - Mornington (108),-38.29116707820491,144.995865210064,nature
33707,Yaringa Marine National Park (2),-38.24123503283237,145.25885917531738,nature
33711,Dromana Foreshore Reserve,-38.3379188542516,144.95105426343946,nature
33718,"Port Phillip Bay Coastal Reserve
`",-38.32004309823677,144.72070336176066,nature
33719,Sherbrooke Avenue Reserve,-37.938295646866834,145.08277953638998,trail
33721,"Retarding Basins, South Road at Karkarook Park",-37.940585525860826,145.08115111290724,nature
33722,Retarding Basin (2),-37.951580642069054,145.0813264216932,nature
33723,Drainage Reserves various - Kingston,-37.94758326265535,145.08013646419315,nature
33756,"Centre Swamp, Chelsea area services sites",-38.01878487574542,145.10814293277394,trail
33757,"Chelsea Pony Club, Centre Swamp",-38.05428301498968,145.1326928916808,nature
33760,Patterson River area - drainage - Kingston,-38.06349916869827,145.14343599392373,trail
33762,Hendon Court Reserve,-37.943420695421736,145.10368738313542,trail
33763,Jacob-Sundowner Reserve,-37.94356820873483,145.10763055585923,trail
33764,Drushi Court Reserve,-37.94587799905501,145.1132108614729,trail
33769,Drainage Reserve - Kingston,-38.022800157390634,145.12941249806266,nature
33770,Nancy Street Reserve (2),-37.97182233898881,145.0785566440788,trail
33771,Snowden Drive Reserve,-37.97412559068406,145.0800851713709,park
33772,"Drains, Bowen Rd D.S.",-38.01805441403936,145.1237898376806,trail
33773,Scotch Parade Reserve,-38.055997205979374,145.13012714543203,park
33774,Mernda Avenue Reserve,-38.06890811451993,145.12714769535756,park
33775,Mentone Racecourse Reserve,-37.978613892386434,145.0789040435497,park
33776,Bemboka Avenue Reserve,-37.93932996310047,145.11007652074872,trail
33777,Glenelg Drive Reserve,-37.939544914013865,145.11116339105251,trail
33780,Meppel Drive Reserve,-37.93120944440594,145.11999662497354,park
33781,Keeley Park Reserve,-37.93601272994811,145.12465540511263,active_sport
33784,Cleary Court Reserve,-37.93653024507913,145.11839379894226,park
33786,Rayhur Street Reserve,-37.932851268378755,145.13211022864343,park
33787,First Street Reserve,-37.93430242588727,145.13483870541123,park
33788,Brady Avenue Reserve,-37.94226445921931,145.1334541786747,park
33790,Chelsea Park,-38.05011568502651,145.1133721573184,park
33802,Ricki Court Reserve,-37.94327304024505,145.13305580630194,park
33803,Palm Beach Drive Reserve 1,-38.078570470925186,145.1342331743588,trail
33806,Sheldon Place Reserve,-37.94365750899464,145.13413221636333,trail
33808,Victory Park (3),-38.05243995541469,145.11367694770382,park
33809,Phillip Street Reserve,-37.97639464693281,145.06167733485634,park
33812,Culshaw Avenue Reserve,-37.94323282063074,145.13822193040073,park
33813,Scott Avenue Reserve,-37.94830785933055,145.13676547660975,trail
33814,Tadstan Court Reserve,-37.95707751725686,145.13312837158327,park
33815,Cassava Court Reserve,-37.98697146324722,145.13130144789795,trail
33817,Kerr Crescent Reserve,-38.0233881661616,145.1143975953542,park
33818,The Beauty Spot,-38.073449973705195,145.1213073998393,park
33819,William J Bardoel Park,-37.9777941922257,145.1181882891201,trail
33820,Washington Drive Linear Reserve,-37.93627878547463,145.08460169462924,trail
33821,Luain Avenue Reserve,-37.92580330863368,145.08531314061048,park
33822,Mahala Court Reserve,-37.95945381503438,145.13417982313396,trail
33823,Golfwood Close Reserve 1,-37.97844566378446,145.1281626027914,trail
33824,"Chaldron Place Reserve - Frontage to Newbridge Close,Bogart Close, Lumeah Court",-37.97150118743512,145.12463067531343,trail
33825,Swallow Reserve,-37.96800400734603,145.12760611255086,park
33826,Gartside Reserve,-37.969663730016606,145.12756081169704,trail
33827,Tradewinds Lane Reserve,-38.08275818767574,145.1338450334415,trail
33828,McDougalls Reserve,-38.074496090254385,145.12889788727622,park
33830,Balcombe Place Reserve,-37.98686464242219,145.1215048103441,trail
33831,Ashbourne Place Reserve,-37.98876377713396,145.13308975738886,park
33833,Silver Street Reserve,-37.965401698620255,145.07001958694923,park
33837,Seymour Park,-38.00201987575752,145.09789311603072,trail
33838,Christopher Broiche Reserve,-38.002093816727616,145.0986262841838,park
33839,Reckless Lane Reserve,-38.00224623140899,145.09905546380995,trail
33842,"Jack Holt Way Reserve - Frontage to Boundary Road, Jenkins St",-38.00467778447611,145.10376921093874,park
33843,Laurie Barnett Reserve,-37.98427725060061,145.12561630476725,park
